graph,request,time_int_adj,sqr_time,sqr_pairs_time,sqr_pairs,adj_time,adj_pairs_time,adj_pairs
LUBM1.9M,q_15/1,4195870308,750047313,446585240,4904900,772077050,445630406,4904900
LUBM1.9M,q_15/1,4123475905,752027690,456289922,4904900,768077880,485058993,4904900
LUBM1.9M,q_15/1,4386753710,756756028,517525256,4904900,770204024,489756227,4904900
LUBM1.9M,q_15/1,4370040053,762206117,518436214,4904900,757570788,485354322,4904900
LUBM1.9M,q_15/1,4115353287,751993979,519207273,4904900,769841538,490014460,4904900
LUBM1.9M,q_15/4,4611887476,1102016189,1390640938,14525132,1120388171,1331373658,14525132
LUBM1.9M,q_15/4,4637442306,1088832746,1390233987,14525132,1115686779,1335381077,14525132
LUBM1.9M,q_15/4,4649791670,1093024895,1385269585,14525132,1133558957,1323571645,14525132
LUBM1.9M,q_15/4,4474646194,1089827671,1389112791,14525132,1134610531,1331786505,14525132
LUBM1.9M,q_15/4,4608599259,1088016589,1384683788,14525132,1129818788,1334425631,14525132
LUBM1.9M,q_15/6,4211084476,1013168927,1118861700,11513092,982601509,1081094860,11513092
LUBM1.9M,q_15/6,4385717714,1001801092,1116451550,11513092,972757222,1090268100,11513092
LUBM1.9M,q_15/6,4051875550,1003007308,1108585923,11513092,985408871,1082292501,11513092
LUBM1.9M,q_15/6,4350663326,1025152473,1121740253,11513092,978963928,1100751579,11513092
LUBM1.9M,q_15/6,4418015317,1001217629,1113584803,11513092,1002242800,1078538290,11513092
LUBM1.9M,q_15/0,3880528621,266406316,193655187,1754072,291576864,194989924,1754072
LUBM1.9M,q_15/0,3911162592,268574428,194117358,1754072,288964765,194709608,1754072
LUBM1.9M,q_15/0,4269017713,281757405,202773095,1754072,301413228,194137056,1754072
LUBM1.9M,q_15/0,4205909567,292879198,201949526,1754072,302732664,193905976,1754072
LUBM1.9M,q_15/0,3914899338,275190953,193912085,1754072,284296544,194329648,1754072
LUBM1.9M,q_15/5,3913402432,609269545,359152318,3203324,620241975,359449393,3203324
LUBM1.9M,q_15/5,4071471215,580094123,339505455,3203324,607769190,341899467,3203324
LUBM1.9M,q_15/5,4905661434,654357573,383767324,3203324,633777720,355707764,3203324
LUBM1.9M,q_15/5,4483621516,623263619,372723676,3203324,1087494457,369431320,3203324
LUBM1.9M,q_15/5,4669056823,630679425,392320072,3203324,640338532,346981256,3203324
LUBM1.9M,q_15/3,4973942493,1571774155,328704609,2185986,1660131918,307797249,2185986
LUBM1.9M,q_15/3,6137918459,1633009185,323220312,2185986,1778278773,309022636,2185986
LUBM1.9M,q_15/3,6242205141,1584224996,315014021,2185986,1666263177,314443540,2185986
LUBM1.9M,q_15/3,6728616010,1614318184,309286646,2185986,1678610922,316230802,2185986
LUBM1.9M,q_15/3,7030736797,1576248270,303341438,2185986,1649388437,298466862,2185986
LUBM1.9M,q_15/2,7027110431,1592548095,265622681,1809204,1664766907,266702925,1809204
LUBM1.9M,q_15/2,6002718136,1636127485,269038055,1809204,1674989297,265024973,1809204
LUBM1.9M,q_15/2,5829901627,1547849577,272588454,1809204,1726001670,272953755,1809204
LUBM1.9M,q_15/2,6018076148,1610838120,268193372,1809204,1682524734,260728227,1809204
LUBM1.9M,q_15/2,6033799259,1585399703,282756021,1809204,1702523995,267835004,1809204
LUBM1.9M,q_15/9,6417268318,1794256481,724358542,5764892,1939031266,714021399,5764892
LUBM1.9M,q_15/9,6558789135,1869025436,711963851,5764892,1883700651,716957598,5764892
LUBM1.9M,q_15/9,6133762330,1837767360,710237144,5764892,1888098647,709100573,5764892
LUBM1.9M,q_15/9,6529105872,1781652580,720014949,5764892,2065256560,807465394,5764892
LUBM1.9M,q_15/9,6304939347,1813761241,737167220,5764892,1841324777,725398997,5764892
LUBM1.9M,q_15/7,6137779415,1590252796,354783212,2510840,1666172520,357489345,2510840
LUBM1.9M,q_15/7,5447824358,1644875025,384587704,2510840,1709923147,418543145,2510840
LUBM1.9M,q_15/7,4454874188,925768766,277564974,2510840,794960032,244509283,2510840
LUBM1.9M,q_15/7,4261547255,749540656,257210744,2510840,764084212,241441711,2510840
LUBM1.9M,q_15/7,4036719285,757207672,252810446,2510840,770061020,241156422,2510840
LUBM1.9M,q_15/8,4554084609,751904745,818780971,7957350,750124617,818748373,7957350
LUBM1.9M,q_15/8,4409941995,835984238,877592136,7957350,824892713,861190908,7957350
LUBM1.9M,q_15/8,4652106342,749272673,822912310,7957350,763597428,812816994,7957350
LUBM1.9M,q_15/8,4516780741,784456594,820833615,7957350,756144112,819564126,7957350
LUBM1.9M,q_15/8,4497246635,765713079,828916282,7957350,755987894,813229372,7957350
LUBM1.9M,q10_3/1,4075335706,196818993,190544774,1842499,222657788,191735076,1842499
LUBM1.9M,q10_3/1,3903338172,199488062,179277635,1842499,222209369,186695258,1842499
LUBM1.9M,q10_3/1,4009943490,207168208,190526994,1842499,225096312,191582880,1842499
LUBM1.9M,q10_3/1,4146489990,215424529,178133254,1842499,221293054,187191698,1842499
LUBM1.9M,q10_3/1,4089525998,201348523,188694594,1842499,221359336,190887153,1842499
LUBM1.9M,q10_3/4,4082801589,242186866,109175496,1185247,262260805,107500104,1185247
LUBM1.9M,q10_3/4,4033746354,240201672,111393556,1185247,262278257,108062170,1185247
LUBM1.9M,q10_3/4,3946640489,240333324,111070480,1185247,257879422,107860995,1185247
LUBM1.9M,q10_3/4,3949401733,240136134,110743392,1185247,256213571,108540969,1185247
LUBM1.9M,q10_3/4,3940507945,242169973,111056721,1185247,252606445,107004984,1185247
LUBM1.9M,q10_3/6,4175898281,520073434,384260046,4015468,536378798,351291658,4015468
LUBM1.9M,q10_3/6,4073628666,522675600,402059067,4015468,539647038,360197110,4015468
LUBM1.9M,q10_3/6,4260664736,519574036,364150540,4015468,537623284,362208311,4015468
LUBM1.9M,q10_3/6,4249767053,521434074,360149296,4015468,543327114,361905473,4015468
LUBM1.9M,q10_3/6,4169829199,528325307,384082531,4015468,537186568,362313683,4015468
LUBM1.9M,q10_3/0,4156250317,385871523,168539632,1815637,396138378,170788526,1815637
LUBM1.9M,q10_3/0,3934439250,383112909,166840731,1815637,398424329,177989255,1815637
LUBM1.9M,q10_3/0,4177943619,387499157,169149788,1815637,400468591,189154341,1815637
LUBM1.9M,q10_3/0,4197170614,383100876,169165763,1815637,416326410,190391312,1815637
LUBM1.9M,q10_3/0,4191088334,384737183,167841821,1815637,399805504,187408758,1815637
LUBM1.9M,q10_3/5,4218419376,417493553,282498159,2600054,441789248,279102784,2600054
LUBM1.9M,q10_3/5,4115286718,434017048,286464016,2600054,449627849,277446352,2600054
LUBM1.9M,q10_3/5,4178613575,430472465,283042989,2600054,448651358,278464461,2600054
LUBM1.9M,q10_3/5,4204249597,440007580,276399089,2600054,446787601,274091976,2600054
LUBM1.9M,q10_3/5,4215984325,429697943,264113338,2600054,446527720,273636149,2600054
LUBM1.9M,q10_3/3,4062713364,265186523,213115977,2135415,289895610,204771876,2135415
LUBM1.9M,q10_3/3,3933233154,269500552,211881007,2135415,286157151,204683165,2135415
LUBM1.9M,q10_3/3,4099778868,266786827,205502917,2135415,286694005,204569603,2135415
LUBM1.9M,q10_3/3,4168209152,264978141,207027122,2135415,307567999,204064573,2135415
LUBM1.9M,q10_3/3,4153376596,265738033,203807778,2135415,284827264,204015585,2135415
LUBM1.9M,q10_3/2,4085417907,599362406,274485208,2891589,565837720,273136693,2891589
LUBM1.9M,q10_3/2,4178212330,598905726,282825521,2891589,566395389,277873705,2891589
LUBM1.9M,q10_3/2,4028495797,575537607,259342999,2891589,568033523,258594476,2891589
LUBM1.9M,q10_3/2,4152602059,604644719,267031054,2891589,568522530,268889429,2891589
LUBM1.9M,q10_3/2,3911652143,594685662,286585508,2891589,574574215,267545615,2891589
LUBM1.9M,q10_3/9,4074241307,402426012,122994399,1134292,418459474,128098088,1134292
LUBM1.9M,q10_3/9,4132490290,406348656,108893499,1134292,414529450,120053512,1134292
LUBM1.9M,q10_3/9,4184142784,402256260,108061009,1134292,413690382,112618779,1134292
LUBM1.9M,q10_3/9,4031947998,402824815,107026811,1134292,412827719,119860088,1134292
LUBM1.9M,q10_3/9,4144483028,402885024,107513851,1134292,417136952,121740973,1134292
LUBM1.9M,q10_3/7,4047110527,178029363,104734921,1112964,194991988,105861024,1112964
LUBM1.9M,q10_3/7,4013484748,180768566,103164668,1112964,194134243,102188605,1112964
LUBM1.9M,q10_3/7,3941808622,179438625,103038482,1112964,194776074,109529455,1112964
LUBM1.9M,q10_3/7,4008766660,182725315,106547149,1112964,190976021,103870184,1112964
LUBM1.9M,q10_3/7,4018535220,192991660,104387987,1112964,191320611,106084418,1112964
LUBM1.9M,q10_3/8,4138336155,186753634,90276592,934870,201668489,90458530,934870
LUBM1.9M,q10_3/8,4151853429,184364419,90377598,934870,205246285,90399510,934870
LUBM1.9M,q10_3/8,4007275921,184394193,90527584,934870,202239917,90252594,934870
LUBM1.9M,q10_3/8,4140777105,189370696,90447392,934870,203365004,90345025,934870
LUBM1.9M,q10_3/8,4003970749,186508693,91495179,934870,201873929,92645872,934870
LUBM1.9M,q_14/1,6830451435,2071255859,1038350331,10264014,2021957841,1039692455,10264014
LUBM1.9M,q_14/1,7085558863,2064870668,1036676557,10264014,2039767620,1037778897,10264014
LUBM1.9M,q_14/1,7135418198,2069575975,1043333670,10264014,2019430279,1038681531,10264014
LUBM1.9M,q_14/1,7399284564,2084964634,1043575130,10264014,1995753342,1038785085,10264014
LUBM1.9M,q_14/1,7141625123,2067258413,1038366389,10264014,2037574519,1038862051,10264014
LUBM1.9M,q_14/4,6895843302,628364856,497876319,4523413,641965502,475298073,4523413
LUBM1.9M,q_14/4,7082610190,616981122,502968582,4523413,636767948,474860032,4523413
LUBM1.9M,q_14/4,6924948306,614507881,497555655,4523413,642950055,477160954,4523413
LUBM1.9M,q_14/4,6618165186,619719613,501385556,4523413,639459061,472456444,4523413
LUBM1.9M,q_14/4,6945039745,620621849,497221033,4523413,635353273,475679926,4523413
LUBM1.9M,q_14/6,6464543986,1206558223,554935643,5084482,1236915579,539251502,5084482
LUBM1.9M,q_14/6,6853444740,1208321170,554244826,5084482,1437376489,563903830,5084482
LUBM1.9M,q_14/6,6417769360,1254318082,600694082,5084482,1274460437,536628114,5084482
LUBM1.9M,q_14/6,6684458930,1196228889,544428490,5084482,1220769031,536780050,5084482
LUBM1.9M,q_14/6,6684421780,1192785079,543337821,5084482,1220992520,538359453,5084482
LUBM1.9M,q_14/0,6494875785,1206933563,529672677,4889559,1222114019,526353169,4889559
LUBM1.9M,q_14/0,6762759506,1196500438,531891356,4889559,1229360740,523426449,4889559
LUBM1.9M,q_14/0,6526616910,1197605286,533036296,4889559,1223276415,523602353,4889559
LUBM1.9M,q_14/0,6904865703,1196421497,533619632,4889559,1231870131,523444047,4889559
LUBM1.9M,q_14/0,6494395329,1195749985,534099120,4889559,1223885221,523333224,4889559
LUBM1.9M,q_14/5,6667624407,1024939375,529227017,4860148,1017426110,533899959,4860148
LUBM1.9M,q_14/5,6153300454,1068004935,532668918,4860148,1161471869,542712397,4860148
LUBM1.9M,q_14/5,7002451040,1291981389,556231100,4860148,1034488525,561874457,4860148
LUBM1.9M,q_14/5,6916915697,1163328583,554993203,4860148,1162217425,542251557,4860148
LUBM1.9M,q_14/5,6734109044,1048086926,535345569,4860148,1025548411,534287531,4860148
LUBM1.9M,q_14/3,7366889415,1420936276,1130440078,11255407,1420240942,1109479175,11255407
LUBM1.9M,q_14/3,7074833713,1402019006,1136518293,11255407,1407042738,1094443405,11255407
LUBM1.9M,q_14/3,7006096138,1473058591,1163585113,11255407,1442673706,1101202618,11255407
LUBM1.9M,q_14/3,7005654154,1397648686,1127572387,11255407,1392178213,1103490210,11255407
LUBM1.9M,q_14/3,6653382714,1533694822,1138805358,11255407,1399501295,1116048168,11255407
LUBM1.9M,q_14/2,7118328139,1342873037,699462579,6582270,1155887450,693355586,6582270
LUBM1.9M,q_14/2,6908060317,1158645498,702126315,6582270,1209794145,708301815,6582270
LUBM1.9M,q_14/2,6204710344,1142050706,697293500,6582270,1272521499,705323118,6582270
LUBM1.9M,q_14/2,7566175105,1216074628,732151456,6582270,1291636940,706891968,6582270
LUBM1.9M,q_14/2,7263842389,1272110480,709677397,6582270,1172399417,703662460,6582270
LUBM1.9M,q_14/9,5957453601,587995901,464102604,4436640,620983550,483125268,4436640
LUBM1.9M,q_14/9,6324489490,587833110,488059393,4436640,625268677,471308541,4436640
LUBM1.9M,q_14/9,6990110640,592805324,494145326,4436640,615252134,470151694,4436640
LUBM1.9M,q_14/9,6306653913,589215144,486494300,4436640,611240600,470933108,4436640
LUBM1.9M,q_14/9,6999497189,602540968,520296766,4436640,681445645,487976396,4436640
LUBM1.9M,q_14/7,6872884562,1100954496,335456690,2698734,1049567800,320843878,2698734
LUBM1.9M,q_14/7,7322808089,1257790514,332878407,2698734,1085799547,323586973,2698734
LUBM1.9M,q_14/7,7281072040,1013612318,319361537,2698734,998794526,324608595,2698734
LUBM1.9M,q_14/7,6914550431,1012895379,321424595,2698734,1012149540,318426869,2698734
LUBM1.9M,q_14/7,6865179484,1020797203,320539437,2698734,1004150314,319422416,2698734
LUBM1.9M,q_14/8,6688089792,995931492,837314054,7930975,994239061,829408563,7930975
LUBM1.9M,q_14/8,6820210416,991610459,839944835,7930975,995239656,832773537,7930975
LUBM1.9M,q_14/8,7153857784,995098368,841347746,7930975,997956393,834847625,7930975
LUBM1.9M,q_14/8,6797839020,1009645155,842821242,7930975,1000297746,833258422,7930975
LUBM1.9M,q_14/8,7306158016,995657787,841460312,7930975,998070375,834165850,7930975
LUBM1.9M,q_16/1,4616038525,838779361,305806607,2600461,854458681,305691399,2600461
LUBM1.9M,q_16/1,4865327925,847823648,306878736,2600461,869896609,303680685,2600461
LUBM1.9M,q_16/1,4532393287,847043002,305520903,2600461,872705853,302824228,2600461
LUBM1.9M,q_16/1,4746927620,842776212,307269180,2600461,855008060,301964877,2600461
LUBM1.9M,q_16/1,4756362237,852731606,307688953,2600461,862455832,300148514,2600461
LUBM1.9M,q_16/4,4454358067,897836046,352962189,3151383,891853803,326651623,3151383
LUBM1.9M,q_16/4,4446757884,893088689,351131655,3151383,888226175,326805400,3151383
LUBM1.9M,q_16/4,4622022085,870803335,332079028,3151383,889961553,322982385,3151383
LUBM1.9M,q_16/4,4632382852,860351880,327518627,3151383,885739653,324980124,3151383
LUBM1.9M,q_16/4,4258230527,900009491,333881781,3151383,887809895,325087081,3151383
LUBM1.9M,q_16/6,4970465867,577206610,516765138,4832721,594214675,475570500,4832721
LUBM1.9M,q_16/6,4729972084,570959279,517904491,4832721,597003457,476003020,4832721
LUBM1.9M,q_16/6,4962897883,577301924,519115183,4832721,592044049,474610088,4832721
LUBM1.9M,q_16/6,4903604820,565526039,517503006,4832721,593317468,476602798,4832721
LUBM1.9M,q_16/6,4985198330,572367697,522956903,4832721,597588638,473840569,4832721
LUBM1.9M,q_16/0,4020584849,500543918,204978600,1915876,513738111,197186721,1915876
LUBM1.9M,q_16/0,4313625514,507295177,224898529,1915876,514048294,209085490,1915876
LUBM1.9M,q_16/0,4146252473,489124530,196998465,1915876,512724003,193892500,1915876
LUBM1.9M,q_16/0,4826465246,493434824,227827665,1915876,514158283,208134263,1915876
LUBM1.9M,q_16/0,4638063359,494822402,200459207,1915876,516921150,198842518,1915876
LUBM1.9M,q_16/5,4028314803,247941114,107024664,1163853,253798507,106731538,1163853
LUBM1.9M,q_16/5,4005150584,248347902,106222844,1163853,253336403,106449070,1163853
LUBM1.9M,q_16/5,4034423049,243809737,106328808,1163853,245346851,106022695,1163853
LUBM1.9M,q_16/5,4003728525,246620330,106282821,1163853,252524942,106360025,1163853
LUBM1.9M,q_16/5,4029841361,247820171,105510852,1163853,257118677,106558282,1163853
LUBM1.9M,q_16/3,4806757793,1132436394,572585823,5715267,1150204816,556306301,5715267
LUBM1.9M,q_16/3,4960046269,1135502622,578751298,5715267,1150391932,551799346,5715267
LUBM1.9M,q_16/3,4834826698,1128713791,579522058,5715267,1141487347,553215105,5715267
LUBM1.9M,q_16/3,4985105574,1126376457,574437537,5715267,1138658814,551182673,5715267
LUBM1.9M,q_16/3,4712818255,1122032432,569334864,5715267,1142935152,552600263,5715267
LUBM1.9M,q_16/2,4226907242,393185770,159027012,1337587,407040190,159406108,1337587
LUBM1.9M,q_16/2,4732112241,387584841,162649974,1337587,409912065,159079143,1337587
LUBM1.9M,q_16/2,4728633693,387753258,162419473,1337587,409403404,160090780,1337587
LUBM1.9M,q_16/2,4332468044,448478623,164784822,1337587,479508491,162208575,1337587
LUBM1.9M,q_16/2,4508060375,408507711,159362173,1337587,430240110,157825800,1337587
LUBM1.9M,q_16/9,4616905981,478872317,272321911,2379804,507166661,259441645,2379804
LUBM1.9M,q_16/9,4004544024,476019441,240020362,2379804,492882518,247538911,2379804
LUBM1.9M,q_16/9,4554507901,478784020,273789540,2379804,496158937,258361214,2379804
LUBM1.9M,q_16/9,4375123890,476556008,265979782,2379804,494873776,256574969,2379804
LUBM1.9M,q_16/9,4727003355,479897027,277793121,2379804,494867498,260497457,2379804
LUBM1.9M,q_16/7,4850234811,463282273,404822437,3554548,467367743,388611628,3554548
LUBM1.9M,q_16/7,4747276151,450822861,395497473,3554548,478406436,380163127,3554548
LUBM1.9M,q_16/7,4923515442,452308585,403846050,3554548,468769894,385992893,3554548
LUBM1.9M,q_16/7,4741285414,452203205,401839925,3554548,473013274,379064435,3554548
LUBM1.9M,q_16/7,4447425798,452358934,393811939,3554548,473234244,375879959,3554548
LUBM1.9M,q_16/8,4747294188,480252832,420723669,3726609,497254620,393632224,3726609
LUBM1.9M,q_16/8,4670718471,478007281,419340991,3726609,496074726,392994868,3726609
LUBM1.9M,q_16/8,4653579079,488288332,415254265,3726609,505424253,387485931,3726609
LUBM1.9M,q_16/8,4352110109,476635245,417308232,3726609,496200521,397267187,3726609
LUBM1.9M,q_16/8,4843908563,484197494,405735783,3726609,504637290,383489969,3726609
LUBM1.9M,q1/1,3841426218,47125409,28215958,287937,48804823,28334185,287937
LUBM1.9M,q1/1,3845053687,47414578,28273010,287937,48703336,28416186,287937
LUBM1.9M,q1/1,3836326423,47088436,28255565,287937,48795770,28335218,287937
LUBM1.9M,q1/1,3829891935,47454628,28261806,287937,48877847,28621811,287937
LUBM1.9M,q1/1,3829527097,47516599,28270795,287937,48742628,28603213,287937
LUBM1.9M,q1/4,3822462163,14947793,3684312,43343,10683735,3693442,43343
LUBM1.9M,q1/4,3787963918,15057721,3697363,43343,10392452,3674424,43343
LUBM1.9M,q1/4,3777301714,14805607,3653939,43343,10468274,3702262,43343
LUBM1.9M,q1/4,3772024903,15021991,3714102,43343,10427555,3701021,43343
LUBM1.9M,q1/4,3775305275,14807973,3682056,43343,10427411,3708788,43343
LUBM1.9M,q1/6,3799779655,145224625,182693148,2020254,149361726,179920501,2020254
LUBM1.9M,q1/6,3799606684,143135070,180129884,2020254,150644882,180211873,2020254
LUBM1.9M,q1/6,3795176528,142190000,180055036,2020254,150597572,180097354,2020254
LUBM1.9M,q1/6,3794889123,145955839,179879761,2020254,151004945,179832380,2020254
LUBM1.9M,q1/6,3793950586,145261010,180383583,2020254,150673329,179917908,2020254
LUBM1.9M,q1/0,3754761819,8538213,4326807,50606,8469157,4275817,50606
LUBM1.9M,q1/0,3757868529,8504059,4330485,50606,8670849,4357449,50606
LUBM1.9M,q1/0,3759778166,8614026,4320688,50606,8462098,4347757,50606
LUBM1.9M,q1/0,3759593557,8704660,4371752,50606,8571241,4327963,50606
LUBM1.9M,q1/0,3875045108,8636929,4325590,50606,8715036,4302268,50606
LUBM1.9M,q1/5,3845835352,92560760,75135632,782845,99434723,75155305,782845
LUBM1.9M,q1/5,3839768281,92678661,74818678,782845,106642520,75379216,782845
LUBM1.9M,q1/5,3836473364,96390752,74485091,782845,97835769,75440008,782845
LUBM1.9M,q1/5,3826079261,92975888,74644525,782845,97133082,81681763,782845
LUBM1.9M,q1/5,3824802998,101979282,74746507,782845,97631146,75239907,782845
LUBM1.9M,q1/3,3802773511,28639327,22350017,227559,29922643,22295087,227559
LUBM1.9M,q1/3,3734025714,29073651,21878165,227559,30097484,22315824,227559
LUBM1.9M,q1/3,3782922749,28815729,22338572,227559,30099725,22451511,227559
LUBM1.9M,q1/3,3807132496,28667618,22287394,227559,29787919,22625841,227559
LUBM1.9M,q1/3,3813160146,28962445,22453257,227559,30110875,22708601,227559
LUBM1.9M,q1/2,3775905657,102508690,136726228,1502553,104181283,137239295,1502553
LUBM1.9M,q1/2,3833476624,98789805,136694040,1502553,104099019,136573568,1502553
LUBM1.9M,q1/2,3829107637,98781110,136058915,1502553,103444948,139054022,1502553
LUBM1.9M,q1/2,3829819180,99262758,138224530,1502553,103925478,136319131,1502553
LUBM1.9M,q1/2,3832973247,99014382,136084495,1502553,104456919,136526487,1502553
LUBM1.9M,q1/9,3805710779,4592948,3674417,42182,4564685,3630448,42182
LUBM1.9M,q1/9,3797094844,4695186,3661522,42182,4625831,3600756,42182
LUBM1.9M,q1/9,3798112884,4531848,3713793,42182,4554198,3660285,42182
LUBM1.9M,q1/9,3790954119,4614717,3658482,42182,4556312,3618012,42182
LUBM1.9M,q1/9,3795719762,4511118,3674516,42182,4567928,3640609,42182
LUBM1.9M,q1/7,3788015822,8007997,3351008,39246,7753860,3307381,39246
LUBM1.9M,q1/7,3791412061,7988073,3368406,39246,7894997,3372019,39246
LUBM1.9M,q1/7,3646213939,7619181,3241188,39246,7871381,3283473,39246
LUBM1.9M,q1/7,3680259629,7931932,3319744,39246,7952375,3369202,39246
LUBM1.9M,q1/7,3796029779,7969712,3412950,39246,7916534,3341475,39246
LUBM1.9M,q1/8,3819668351,100025167,144560807,1614785,105434298,145400353,1614785
LUBM1.9M,q1/8,3816565602,99168887,146190304,1614785,105875515,145389877,1614785
LUBM1.9M,q1/8,3820605972,99635704,144296299,1614785,105188237,144509438,1614785
LUBM1.9M,q1/8,3807743348,110028713,145076557,1614785,106435174,144384311,1614785
LUBM1.9M,q1/8,3806811580,100839049,144607479,1614785,108451111,145368327,1614785
LUBM1.9M,q9_5/1,4572033259,867715120,983108986,10541594,907198984,930515096,10541594
LUBM1.9M,q9_5/1,4411588282,882237189,992826827,10541594,898288217,930519493,10541594
LUBM1.9M,q9_5/1,4240579897,872854133,976849650,10541594,891565577,929495128,10541594
LUBM1.9M,q9_5/1,4139073543,862502861,980467891,10541594,916828365,931876378,10541594
LUBM1.9M,q9_5/1,4322784433,863498336,972014030,10541594,894397311,931478804,10541594
LUBM1.9M,q9_5/4,3889563258,310144569,352775615,3618114,315265945,325392236,3618114
LUBM1.9M,q9_5/4,4037572900,317852773,355712524,3618114,317371833,315210813,3618114
LUBM1.9M,q9_5/4,3884074837,306750459,355386092,3618114,329347361,318425848,3618114
LUBM1.9M,q9_5/4,3951378419,313844782,360966427,3618114,316537420,317083821,3618114
LUBM1.9M,q9_5/4,3891564528,320573389,352240920,3618114,334937915,313446235,3618114
LUBM1.9M,q9_5/6,3893471868,602471349,980527750,10657848,557569895,966929541,10657848
LUBM1.9M,q9_5/6,3909046089,622907265,977129001,10657848,564897850,964587144,10657848
LUBM1.9M,q9_5/6,4241175227,624744464,958478575,10657848,572267203,961151996,10657848
LUBM1.9M,q9_5/6,4985826383,1070175424,1857124092,10657848,1651619431,1235388524,10657848
LUBM1.9M,q9_5/6,4869778303,687284982,1045695939,10657848,557198895,1023597513,10657848
LUBM1.9M,q9_5/0,5097146029,1128889395,896184569,8273722,1113559537,869318774,8273722
LUBM1.9M,q9_5/0,4501174625,1269976723,887632054,8273722,963503233,844192539,8273722
LUBM1.9M,q9_5/0,4231093292,925660197,854184865,8273722,941945651,800718701,8273722
LUBM1.9M,q9_5/0,4388071228,904426899,1086994074,8273722,1471819581,1041775837,8273722
LUBM1.9M,q9_5/0,5137587324,909843828,804482233,8273722,885057832,790543407,8273722
LUBM1.9M,q9_5/5,4424921183,1277553544,937458144,9819250,1284748921,943142422,9819250
LUBM1.9M,q9_5/5,4210951596,1278068749,928953657,9819250,1269569191,937872538,9819250
LUBM1.9M,q9_5/5,4220548370,1251839193,873207837,9819250,1287077037,877791857,9819250
LUBM1.9M,q9_5/5,4256765311,1260715887,919779915,9819250,1276906875,882018244,9819250
LUBM1.9M,q9_5/5,4275218552,1258515585,887101663,9819250,1276645514,875250608,9819250
LUBM1.9M,q9_5/3,4165184538,487655546,372481081,3504854,503317633,322909298,3504854
LUBM1.9M,q9_5/3,4195472438,491568091,372742791,3504854,496624287,322120695,3504854
LUBM1.9M,q9_5/3,4087172094,479341572,352793629,3504854,492376706,320744550,3504854
LUBM1.9M,q9_5/3,4278983200,499846429,372838293,3504854,496856935,324063650,3504854
LUBM1.9M,q9_5/3,4087574728,481532839,349886115,3504854,491192861,318866616,3504854
LUBM1.9M,q9_5/2,4084443814,940086287,988404305,9598222,888876474,982789240,9598222
LUBM1.9M,q9_5/2,4269023215,900547676,986702307,9598222,872860881,994675458,9598222
LUBM1.9M,q9_5/2,4192733997,903527866,989380652,9598222,856854958,984209476,9598222
LUBM1.9M,q9_5/2,4043770716,899509820,983607067,9598222,877141345,984178449,9598222
LUBM1.9M,q9_5/2,4717683924,917508424,979757316,9598222,885839124,986504834,9598222
LUBM1.9M,q9_5/9,4661891085,360068825,724201928,7475938,385317082,671242955,7475938
LUBM1.9M,q9_5/9,4352972873,359961945,723495246,7475938,379902001,673955233,7475938
LUBM1.9M,q9_5/9,4258485911,365485712,781145252,7475938,412479130,762686542,7475938
LUBM1.9M,q9_5/9,4896318376,374373047,807423845,7475938,398156306,755731167,7475938
LUBM1.9M,q9_5/9,4450017900,358692290,729940229,7475938,380240272,675330183,7475938
LUBM1.9M,q9_5/7,4292261795,844532790,1122193071,11753488,869879579,1056414230,11753488
LUBM1.9M,q9_5/7,4340320205,846573065,1108416131,11753488,873768135,1060670636,11753488
LUBM1.9M,q9_5/7,4148290966,850000560,1117032179,11753488,880529162,1057805386,11753488
LUBM1.9M,q9_5/7,4287840122,849946531,1116623125,11753488,870346111,1057805852,11753488
LUBM1.9M,q9_5/7,4458125313,833153558,1122054655,11753488,866259313,1052548263,11753488
LUBM1.9M,q9_5/8,4272738804,826286206,542787864,5242412,867158073,533349690,5242412
LUBM1.9M,q9_5/8,4118607600,827998584,551487955,5242412,869836557,530949477,5242412
LUBM1.9M,q9_5/8,4213972325,824300663,550510963,5242412,863779752,528149752,5242412
LUBM1.9M,q9_5/8,4238023310,800121441,530888971,5242412,860954353,528777130,5242412
LUBM1.9M,q9_5/8,4290107792,811680777,540428911,5242412,861254254,525842858,5242412
LUBM1.9M,q5/1,4104075033,567249825,330734142,2852748,605044483,328466619,2852748
LUBM1.9M,q5/1,4211100886,602835867,330807983,2852748,605822797,328420481,2852748
LUBM1.9M,q5/1,4214925645,658720355,336136701,2852748,649301875,373558644,2852748
LUBM1.9M,q5/1,4377778366,589690189,329914197,2852748,624389957,329017866,2852748
LUBM1.9M,q5/1,4291426646,625414484,368738738,2852748,631519710,369076105,2852748
LUBM1.9M,q5/4,4263415851,391007631,410245145,3787064,410327978,390751526,3787064
LUBM1.9M,q5/4,4086751876,389603464,417344956,3787064,412999640,395146202,3787064
LUBM1.9M,q5/4,4101417956,389330849,410360412,3787064,435024646,395023424,3787064
LUBM1.9M,q5/4,4077204200,390711517,416807235,3787064,410736861,402230884,3787064
LUBM1.9M,q5/4,4109617450,396162959,410291587,3787064,415019229,392649838,3787064
LUBM1.9M,q5/6,4114772986,365227902,215740068,2072263,376786230,199742730,2072263
LUBM1.9M,q5/6,3888689888,365782652,192132750,2072263,377944332,189633526,2072263
LUBM1.9M,q5/6,4103998248,367986746,214862654,2072263,382286450,198774351,2072263
